,Game Result,Game Mode,Time Length,MMR or Elo,Skill Rank,Relic 1,Relic 2,Kill #,Death #,Assist #,KDA,God Name,Level and Total Gold
451,victory,Ranked: Conquest - 2 months ago,41m,+17,+84 SR,Aegis Amulet,Purification Beads,8, 6, 12,"
2.33 KDA
",Jing Wei,"
Level 20 / 24,416G
"
452,defeat,Ranked: Conquest - 2 months ago,32m,-18,-21 SR,Purification Beads Upgrade,Blink Rune Upgrade,11, 6, 18,"
3.33 KDA
",Scylla,"
Level 20 / 17,720G
"
453,victory,Ranked: Conquest - 2 months ago,35m,+15,+101 SR,Aegis Amulet,Purification Beads,9, 3, 12,"
5 KDA
",Baron Samedi,"
Level 20 / 18,298G
"
454,defeat,Ranked: Conquest - 2 months ago,26m,-23,-52 SR,Aegis Amulet,Purification Beads,12, 6, 6,"
2.5 KDA
",Poseidon,"
Level 20 / 15,905G
"
455,victory,Ranked: Conquest - 2 months ago,22m,"+7
",+54 SR,Aegis Amulet,Purification Beads,9, 2, 9,"
6.75 KDA
",Izanami,"
Level 20 / 15,385G
"
456,victory,Ranked: Conquest - 2 months ago,17m,+21,+19 SR,Purification Beads,Blink Rune,10, 3, 7,"
4.5 KDA
",Isis,"
Level 17 / 11,949G
"
457,victory,Ranked: Conquest - 2 months ago,17m,+16,+27 SR,Aegis Amulet,Purification Beads,6, 1, 5,"
8.5 KDA
",Fenrir,"
Level 16 / 10,085G
"
458,defeat,Ranked: Conquest - 2 months ago,34m,-16,-92 SR,Purification Beads Upgrade,Blink Rune Upgrade,17, 6, 8,"
3.5 KDA
",Cupid,"
Level 20 / 22,924G
"
459,victory,Normal: Conquest - 2 months ago,20m,"+7
",+36 SR,Heavenly Wings Upgrade,Blink Rune,3, 1, 12,"
9 KDA
",Sobek,"
Level 15 / 10,879G
"
460,defeat,Ranked: Conquest - 2 months ago,31m,-19,-43 SR,Purification Beads,Blink Rune,6, 13, 3,"
0.58 KDA
",Anubis,"
Level 20 / 14,733G
"
461,victory,Normal: Conquest - 2 months ago,29m,"+9
",+65 SR,Sundering Spear Upgrade,Blink Rune,13, 5, 11,"
3.7 KDA
",Cerberus,"
Level 20 / 16,782G
"
462,victory,Normal: Conquest - 2 months ago,13m,+11,+177 SR,Relic,Teleport Glyph,2, 2, 0,"
1 KDA
",King Arthur,"
Level 13 / 7,409G
"
463,victory,Normal: Conquest - 2 months ago,11m,+11,+96 SR,Relic,Blink Rune,4, 1, 4,"
6 KDA
",Achilles,"
Level 11 / 7,068G
"
464,victory,Normal: Conquest - 2 months ago,33m,+13,+84 SR,Purification Beads Upgrade,Blink Rune Upgrade,7, 1, 8,"
11 KDA
",Loki,"
Level 20 / 19,886G
"
465,victory,Ranked: Conquest - 2 months ago,10m,+15,+8 SR,Relic,Blink Rune,5, 0, 6,"
8 KDA
",Scylla,"
Level 11 / 6,949G
"
466,defeat,Ranked: Conquest - 2 months ago,36m,-18,-113 SR,Aegis Amulet,Purification Beads,3, 9, 18,"
1.33 KDA
",Chronos,"
Level 20 / 19,150G
"
467,victory,Ranked: Conquest - 2 months ago,18m,+18,+94 SR,Aegis Amulet,Purification Beads,6, 1, 6,"
9 KDA
",Jing Wei,"
Level 17 / 11,670G
"
468,defeat,Ranked: Conquest - 2 months ago,32m,-22,-72 SR,Purification Beads,Blink Rune,5, 10, 7,"
0.85 KDA
",Hades,"
Level 20 / 15,902G
"
469,victory,Ranked: Conquest - 2 months ago,25m,+16,+39 SR,Aegis Amulet,Purification Beads,5, 5, 10,"
2 KDA
",The Morrigan,"
Level 20 / 14,648G
"
470,victory,Ranked: Conquest - 2 months ago,18m,"+7
",+63 SR,Aegis Amulet,Purification Beads,10, 0, 7,"
13.5 KDA
",Nu Wa,"
Level 18 / 12,518G
"
471,defeat,Ranked: Conquest - 2 months ago,26m,-24,-25 SR,Aegis Amulet,Purification Beads,5, 6, 3,"
1.08 KDA
",Janus,"
Level 20 / 14,696G
"
472,defeat,Ranked: Conquest - 2 months ago,13m,-13,-31 SR,Relic,Blink Rune,2, 5, 2,"
0.6 KDA
",Ymir,"
Level 11 / 6,793G
"
473,victory,Ranked: Conquest - 2 months ago,33m,+13,+39 SR,Aegis Amulet,Purification Beads Upgrade,8, 4, 4,"
2.5 KDA
",Chiron,"
Level 20 / 19,389G
"
474,victory,Normal: Conquest - 2 months ago,36m,+14,+74 SR,Purification Beads Upgrade,Blink Rune Upgrade,20, 6, 12,"
4.33 KDA
",Awilix,"
Level 20 / 23,206G
"
475,defeat,Ranked: Conquest - 2 months ago,23m,-18,-26 SR,Purification Beads,Blink Rune,5, 4, 1,"
1.38 KDA
",Anhur,"
Level 18 / 11,245G
"
476,defeat,Ranked: Conquest - 2 months ago,26m,-19,-56 SR,Magic Shell Upgrade,Blink Rune,7, 2, 10,"
6 KDA
",Xing Tian,"
Level 19 / 14,496G
"
477,victory,Ranked: Conquest - 2 months ago,22m,+17,+189 SR,Purification Beads,Blink Rune,6, 2, 11,"
5.75 KDA
",Neith,"
Level 19 / 13,235G
"
478,defeat,Ranked: Conquest - 2 months ago,35m,-17,-39 SR,Purification Beads,Blink Rune,14, 6, 8,"
3 KDA
",Anubis,"
Level 20 / 20,308G
"
479,victory,Ranked: Conquest - 2 months ago,47m,+19,+29 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,8, 9, 15,"
1.72 KDA
",Raijin,"
Level 20 / 22,812G
"
480,defeat,Ranked: Conquest - 2 months ago,55m,-18,-63 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,20, 9, 17,"
3.17 KDA
",Rama,"
Level 20 / 33,233G
"
481,defeat,Ranked: Conquest - 2 months ago,48m,-18,-25 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,8, 9, 12,"
1.56 KDA
",Vulcan,"
Level 20 / 25,760G
"
482,victory,Ranked: Conquest - 2 months ago,31m,+17,+239 SR,Purification Beads,Blink Rune,15, 4, 6,"
4.5 KDA
",Bakasura,"
Level 20 / 19,641G
"
483,victory,Ranked: Conquest - 2 months ago,25m,+13,+17 SR,Purification Beads,Blink Rune,5, 6, 14,"
2 KDA
",Scylla,"
Level 20 / 14,695G
 "
484,victory,Ranked: Conquest - 2 months ago,34m,+10,+28 SR,Aegis Amulet,Purification Beads,8, 7, 10,"
1.86 KDA
",Apollo,"
Level 20 / 19,958G
"
485,victory,Ranked: Conquest - 2 months ago,12m,+20,+20 SR,Relic,Blink Rune,3, 1, 0,"
3 KDA
",Nox,"
Level 12 / 6,836G
"
486,victory,Ranked: Conquest - 2 months ago,25m,+16,+100 SR,Aegis Amulet,Purification Beads,10, 6, 9,"
2.42 KDA
",Ah Muzen Cab,"
Level 20 / 15,084G
"
487,victory,Ranked: Conquest - 2 months ago,24m,+20,+40 SR,Aegis Amulet,Purification Beads,3, 2, 8,"
3.5 KDA
",Ra,"
Level 20 / 15,702G
"
488,defeat,Ranked: Conquest - 2 months ago,29m,-18,-32 SR,Aegis Amulet,Purification Beads,9, 5, 3,"
2.1 KDA
",Scylla,"
Level 20 / 14,854G
"
489,victory,Ranked: Conquest - 2 months ago,26m,+17,+25 SR,Aegis Amulet,Purification Beads,8, 4, 4,"
2.5 KDA
",Isis,"
Level 20 / 15,897G
"
490,defeat,Ranked: Conquest - 2 months ago,21m,-16,-221 SR,Aegis Amulet,Purification Beads,3, 9, 6,"
0.67 KDA
",Chiron,"
Level 17 / 11,147G
"
491,victory,Ranked: Conquest - 2 months ago,21m,+16,+76 SR,Purification Beads,Blink Rune,15, 2, 4,"
8.5 KDA
",Ullr,"
Level 20 / 15,284G
"
492,defeat,Ranked: Conquest - 2 months ago,34m,-19,-35 SR,Aegis Amulet,Purification Beads,11, 10, 9,"
1.55 KDA
",Kukulkan,"
Level 20 / 18,719G
"
493,victory,Ranked: Conquest - 2 months ago,20m,+18,+19 SR,Aegis Amulet,Blink Rune,4, 6, 14,"
1.83 KDA
",Isis,"
Level 16 / 11,253G
"
494,defeat,Ranked: Conquest - 2 months ago,24m,-18,-46 SR,Aegis Amulet,Purification Beads,7, 6, 4,"
1.5 KDA
",Merlin,"
Level 19 / 13,303G
"
495,defeat,Ranked: Conquest - 2 months ago,19m,-18,-64 SR,Aegis Amulet,Purification Beads,2, 3, 1,"
0.83 KDA
",Agni,"
Level 15 / 9,178G
"
496,victory,Ranked: Conquest - 2 months ago,24m,+18,+83 SR,Aegis Amulet,Purification Beads,12, 4, 9,"
4.13 KDA
",Chernobog,"
Level 20 / 16,184G
"
497,defeat,Ranked: Conquest - 2 months ago,27m,-19,-27 SR,Purification Beads,Blink Rune,8, 6, 4,"
1.67 KDA
",Scylla,"
Level 20 / 15,158G
"
498,defeat,Ranked: Conquest - 2 months ago,36m,-18,-39 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,5, 6, 10,"
1.67 KDA
",Neith,"
Level 20 / 19,223G
"
499,victory,Normal: Conquest - 2 months ago,21m,+19,+194 SR,Purification Beads,Blink Rune,15, 5, 7,"
3.7 KDA
",Cupid,"
Level 19 / 13,663G
"
500,victory,Normal: Conquest - 2 months ago,25m,+12,+70 SR,Heavenly Wings Upgrade,Blink Rune,6, 3, 8,"
3.33 KDA
",Serqet,"
Level 18 / 13,986G
"
501,victory,Ranked: Conquest - 2 months ago,33m,+18,+18 SR,Aegis Amulet,Purification Beads,11, 5, 4,"
2.6 KDA
",Apollo,"
Level 20 / 20,298G
"
502,victory,Ranked: Conquest - 2 months ago,24m,+19,+304 SR,Aegis Amulet,Purification Beads,12, 4, 10,"
4.25 KDA
",Jing Wei,"
Level 20 / 14,969G
"
503,victory,Normal: Conquest - 2 months ago,21m,+15,+30 SR,Purification Beads,Blink Rune,10, 0, 8,"
14 KDA
",Arachne,"
Level 20 / 14,999G
"
504,defeat,Ranked: Conquest - 2 months ago,26m,-19,-42 SR,Aegis Amulet,Purification Beads,7, 5, 4,"
1.8 KDA
",Isis,"
Level 20 / 13,406G
"
505,victory,Ranked: Conquest - 2 months ago,30m,+18,+35 SR,Purification Beads,Blink Rune,7, 5, 4,"
1.8 KDA
",Arachne,"
Level 20 / 18,263G
"
506,defeat,Ranked: Conquest - 2 months ago,27m,-17,-33 SR,Purification Beads,Blink Rune,11, 7, 2,"
1.71 KDA
",Anhur,"
Level 20 / 14,709G
"
507,victory,Normal: Conquest - 2 months ago,19m,+12,+49 SR,Heavenly Wings Upgrade,Blink Rune,3, 2, 12,"
4.5 KDA
",Sobek,"
Level 16 / 11,037G
"
508,defeat,Normal: Conquest - 2 months ago,26m,-16,-21 SR,Aegis Amulet,Purification Beads,2, 10, 5,"
0.45 KDA
",Ah Puch,"
Level 19 / 12,367G
"
509,defeat,Ranked: Conquest - 2 months ago,35m,-19,-87 SR,Purification Beads Upgrade,Blink Rune Upgrade,11, 4, 12,"
4.25 KDA
",Arachne,"
Level 20 / 21,410G
"
510,defeat,Ranked: Conquest - 2 months ago,30m,-17,-54 SR,Aegis Amulet,Purification Beads Upgrade,7, 3, 10,"
4 KDA
",Nu Wa,"
Level 20 / 18,488G
"
511,victory,Ranked: Conquest - 2 months ago,36m,+18,+92 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,15, 3, 17,"
7.83 KDA
",Hera,"
Level 20 / 22,923G
"
512,victory,Normal: Conquest - 2 months ago,60m,+18,+157 SR,Shield of Thorns Upgrade,Blink Rune Upgrade,20, 10, 23,"
3.15 KDA
",Kuzenbo,"
Level 20 / 34,117G
"
513,defeat,Normal: Conquest - 2 months ago,29m,-15,-14 SR,Shield of Thorns Upgrade,Sundering Spear Upgrade,5, 3, 13,"
3.83 KDA
",Bacchus,"
Level 20 / 15,093G
"
514,victory,Normal: Conquest - 2 months ago,22m,+23,+37 SR,Heavenly Wings Upgrade,Blink Rune,4, 2, 11,"
4.75 KDA
",Kukulkan,"
Level 19 / 13,049G
"
515,victory,Ranked: Conquest - 2 months ago,30m,+20,+12 SR,Purification Beads,Blink Rune,16, 1, 10,"
21 KDA
",Scylla,"
Level 20 / 21,138G
"
516,victory,Ranked: Conquest - 2 months ago,25m,+19,+32 SR,Aegis Amulet,Purification Beads,8, 1, 11,"
13.5 KDA
",Kukulkan,"
Level 20 / 16,498G
"
517,victory,Ranked: Conquest - 2 months ago,29m,+19,+207 SR,Aegis Amulet,Purification Beads,11, 3, 13,"
5.83 KDA
",Chernobog,"
Level 20 / 17,769G
"
518,victory,Ranked: Conquest - 2 months ago,21m,+20,+23 SR,Aegis Amulet,Purification Beads,13, 0, 3,"
14.5 KDA
",Isis,"
Level 20 / 14,625G
"
519,defeat,Ranked: Conquest - 2 months ago,5m,-21,-162 SR,Relic,Purification Beads,0, 0, 0,"
0 KDA
",Freya,"
Level 7 / 4,082G
"
520,victory,Normal: Conquest - 2 months ago,14m,+14,+174 SR,Shield of Thorns,Teleport Glyph,3, 0, 2,"
4 KDA
",Bellona,"
Level 15 / 8,890G
"
521,defeat,Ranked: Conquest - 2 months ago,15m,-14,-41 SR,Purification Beads,Blink Rune,5, 5, 2,"
1.2 KDA
",Anhur,"
Level 13 / 8,176G
"
522,defeat,Ranked: Conquest - 2 months ago,26m,-19,-92 SR,Aegis Amulet,Purification Beads,1, 5, 2,"
0.4 KDA
",Medusa,"
Level 19 / 12,182G
"
523,victory,Ranked: Conquest - 2 months ago,24m,+18,+33 SR,Purification Beads,Blink Rune,9, 2, 10,"
7 KDA
",He Bo,"
Level 20 / 14,855G
"
524,victory,Ranked: Conquest - 2 months ago,11m,+23,+51 SR,Relic,Heavenly Wings Upgrade,0, 3, 1,"
0.17 KDA
",Sylvanus,"
Level 8 / 5,083G
"
525,victory,Ranked: Conquest - 2 months ago,24m,+21,+48 SR,Purification Beads,Blink Rune,9, 3, 8,"
4.33 KDA
",Anubis,"
Level 20 / 15,768G
"
526,victory,Ranked: Conquest - 2 months ago,25m,+21,+75 SR,Heavenly Wings Upgrade,Blink Rune,3, 2, 18,"
6 KDA
",Odin,"
Level 19 / 14,821G
"
527,victory,Ranked: Conquest - 2 months ago,12m,+21,+32 SR,Relic,Purification Beads,1, 1, 4,"
3 KDA
",Medusa,"
Level 12 / 6,939G
"
528,defeat,Ranked: Conquest - 2 months ago,18m,-21,-30 SR,Aegis Amulet,Purification Beads,6, 5, 1,"
1.3 KDA
",The Morrigan,"
Level 15 / 9,749G
"
529,victory,Ranked: Conquest - 2 months ago,23m,+22,+43 SR,Aegis Amulet,Purification Beads,5, 6, 6,"
1.33 KDA
 ",Zeus,"
Level 20 / 13,611G
"
530,defeat,Ranked: Conquest - 2 months ago,35m,-22,-29 SR,Purification Beads,Blink Rune,9, 3, 10,"
4.67 KDA
",Scylla,"
Level 20 / 20,904G
"
531,victory,Ranked: Conquest - 2 months ago,24m,+22,+125 SR,Aegis Amulet,Purification Beads,4, 7, 10,"
1.29 KDA
",Chang'e,"
Level 19 / 13,933G
"
532,victory,Ranked: Conquest - 2 months ago,34m,+23,+60 SR,Purification Beads,Blink Rune,4, 5, 18,"
2.6 KDA
",Hades,"
Level 20 / 19,766G
"
533,victory,Ranked: Conquest - 2 months ago,25m,+23,+73 SR,Aegis Amulet,Purification Beads,9, 1, 11,"
14.5 KDA
",Hel,"
Level 20 / 14,078G
"
534,victory,Ranked: Conquest - 2 months ago,27m,+22,+50 SR,Aegis Amulet,Purification Beads,17, 3, 8,"
7 KDA
",Raijin,"
Level 20 / 18,267G
"
535,victory,Ranked: Conquest - 2 months ago,22m,+23,+17 SR,Aegis Amulet,Purification Beads,5, 5, 5,"
1.5 KDA
",Rama,"
Level 16 / 11,485G
"
536,defeat,Ranked: Conquest - 2 months ago,11m,-22,-36 SR,Relic,Heavenly Wings Upgrade,0, 2, 3,"
0.75 KDA
",Fafnir,"
Level 8 / 5,382G
"
537,defeat,Normal: Conquest - 2 months ago,28m,-20,-26 SR,Aegis Amulet,Purification Beads,2, 9, 7,"
0.61 KDA
",Vulcan,"
Level 20 / 13,041G
"
538,defeat,Ranked: Conquest - 2 months ago,28m,-24,-41 SR,Aegis Amulet,Purification Beads,9, 7, 5,"
1.64 KDA
",Kukulkan,"
Level 20 / 15,290G
"
539,victory,Ranked: Conquest - 2 months ago,21m,+24,+49 SR,Aegis Amulet,Purification Beads,1, 1, 11,"
6.5 KDA
",Discordia,"
Level 17 / 11,591G
"
540,defeat,Ranked: Conquest - 2 months ago,27m,-23,-46 SR,Purification Beads,Blink Rune,8, 6, 11,"
2.25 KDA
",Anhur,"
Level 20 / 13,693G
"
541,defeat,Normal: Conquest - 2 months ago,27m,-21,-54 SR,Cursed Ankh Upgrade,Horrific Emblem Upgrade,1, 5, 7,"
0.9 KDA
",Loki,"
Level 20 / 13,629G
"
542,defeat,Ranked: Conquest - 2 months ago,32m,-25,-41 SR,Aegis Amulet,Purification Beads,8, 5, 6,"
2.2 KDA
",The Morrigan,"
Level 20 / 18,455G
"
543,victory,Ranked: Conquest - 2 months ago,25m,+25,+30 SR,Aegis Amulet,Purification Beads,4, 3, 8,"
2.67 KDA
",Isis,"
Level 19 / 13,895G
"
544,defeat,Ranked: Conquest - 2 months ago,32m,-26,-26 SR,Purification Beads,Blink Rune,4, 9, 8,"
0.89 KDA
",Ymir,"
Level 20 / 15,346G
"
545,victory,Ranked: Conquest - 2 months ago,25m,+25,+39 SR,Aegis Amulet,Purification Beads,12, 1, 10,"
17 KDA
",Fenrir,"
Level 20 / 16,694G
"
546,victory,Ranked: Conquest - 2 months ago,25m,+30,+58 SR,Aegis Amulet,Blink Rune,14, 2, 11,"
9.75 KDA
",Zhong Kui,"
Level 20 / 17,685G
"
547,defeat,Ranked: Conquest - 2 months ago,35m,-26,-97 SR,Purification Beads Upgrade,Blink Rune Upgrade,15, 11, 10,"
1.82 KDA
",Pele,"
Level 20 / 20,446G
"
548,defeat,Ranked: Conquest - 2 months ago,31m,-28,-45 SR,Aegis Amulet,Purification Beads Upgrade,14, 5, 12,"
4 KDA
",Vulcan,"
Level 20 / 17,369G
"
549,victory,Ranked: Conquest - 2 months ago,32m,+29,+22 SR,Purification Beads,Blink Rune,12, 2, 13,"
9.25 KDA
",Nox,"
 Level 20 / 17,732G
"
550,victory,Ranked: Conquest - 2 months ago,22m,+42,+131 SR,Aegis Amulet,Purification Beads,3, 2, 10,"
4 KDA
",Nu Wa,"
Level 20 / 12,966G
"
551,defeat,Ranked: Conquest - 2 months ago,34m,-28,-68 SR,Aegis Amulet,Blink Rune,8, 8, 12,"
1.75 KDA
",He Bo,"
Level 20 / 18,737G
"
552,victory,Ranked: Conquest - 2 months ago,10m,+30,+40 SR,Relic,Blink Rune,2, 0, 4,"
4 KDA
",Merlin,"
Level 11 / 6,747G
"
553,victory,Ranked: Conquest - 2 months ago,12m,+25,+24 SR,Relic,Purification Beads,1, 1, 3,"
2.5 KDA
",Apollo,"
Level 12 / 6,939G
"
554,defeat,Ranked: Conquest - 2 months ago,36m,-30,-41 SR,Purification Beads,Blink Rune,5, 7, 13,"
1.64 KDA
",Zhong Kui,"
Level 20 / 18,153G
"
555,defeat,Ranked: Conquest - 2 months ago,21m,-30,-113 SR,Aegis Amulet,Blink Rune,3, 5, 4,"
1 KDA
",Chang'e,"
Level 17 / 10,966G
"
556,defeat,Ranked: Conquest - 2 months ago,25m,-34,-107 SR,Aegis Amulet,Purification Beads,2, 4, 4,"
1 KDA
",Hachiman,"
Level 20 / 13,073G
"
557,victory,Ranked: Conquest - 2 months ago,14m,+26,+22 SR,Relic,Purification Beads,8, 2, 6,"
5.5 KDA
",Chiron,"
Level 15 / 9,680G
"
558,victory,Normal: Conquest - 2 months ago,22m,+25,+173 SR,Purification Beads,Blink Rune,6, 0, 12,"
12 KDA
",Kumbhakarna,"
Level 20 / 13,131G
"
559,defeat,Ranked: Conquest - 2 months ago,17m,-32,-42 SR,Purification Beads,Blink Rune,3, 3, 4,"
1.67 KDA
",Nemesis,"
Level 14 / 8,823G
"
560,victory,Ranked: Conquest - 2 months ago,34m,+32,+38 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,12, 6, 7,"
2.58 KDA
",Rama,"
Level 20 / 21,639G
"
561,victory,Ranked: Conquest - 2 months ago,29m,+33,+301 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,3, 2, 21,"
6.75 KDA
",Terra,"
Level 20 / 16,879G
"
562,victory,Ranked: Conquest - 2 months ago,25m,+34,+54 SR,Aegis Amulet,Purification Beads,12, 3, 10,"
5.67 KDA
",Thor,"
Level 20 / 15,564G
"
563,defeat,Ranked: Conquest - 2 months ago,34m,-35,-100 SR,Purification Beads Upgrade,Blink Rune Upgrade,7, 15, 5,"
0.63 KDA
",Set,"
Level 20 / 17,325G
"
564,defeat,Ranked: Conquest - 2 months ago,46m,-36,-56 SR,Heavenly Wings Upgrade,Blink Rune Upgrade,3, 7, 28,"
2.43 KDA
",Ymir,"
Level 20 / 20,442G
"
565,defeat,Ranked: Conquest - 2 months ago,31m,-40,-29 SR,Purification Beads,Blink Rune,4, 6, 6,"
1.17 KDA
",Scylla,"
Level 20 / 16,141G
"
566,victory,Ranked: Conquest - 2 months ago,29m,+38,+223 SR,Aegis Amulet,Purification Beads,12, 7, 7,"
2.21 KDA
",Ah Muzen Cab,"
Level 20 / 17,951G
"
567,victory,Ranked: Conquest - 2 months ago,31m,+37,+27 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,7, 2, 8,"
5.5 KDA
",Merlin,"
Level 20 / 19,117G
"
568,defeat,Ranked: Conquest - 2 months ago,35m,+53,-45 SR,Aegis Amulet,Purification Beads,1, 3, 8,"
1.67 KDA
",Aphrodite,"
Level 20 / 15,986G
"
569,defeat,Normal: Conquest - 2 months ago,27m,-24,-89 SR,Sundering Spear Upgrade,Blink Rune,3, 5, 4,"
1 KDA
",Geb,"
Level 20 / 13,394G
"
570,victory,Normal: Conquest - 2 months ago,25m,+20,+196 SR,Sundering Spear Upgrade,Blink Rune,15, 2, 11,"
10.25 KDA
",Jormungandr,"
Level 20 / 16,813G
"
571,defeat,Ranked: Conquest - 2 months ago,21m,-54,-55 SR,Aegis Amulet,Purification Beads,2, 1, 0,"
2 KDA
",Merlin,"
Level 14 / 8,837G
"
572,defeat,Ranked: Conquest - 2 months ago,17m,-58,-85 SR,Aegis Amulet,Purification Beads,0, 4, 1,"
0.13 KDA
",Cernunnos,"
Level 13 / 7,858G
"
573,victory,Ranked: Conquest - 2 months ago,23m,-10,+160 SR,Shield of Thorns Upgrade,Teleport Glyph Upgrade,1, 0, 7,"
4.5 KDA
",Cu Chulainn,"
Level 20 / 13,730G
"
574,victory,Normal: Conquest - 2 months ago,10m,+17,+80 SR,Relic,Blink Rune,1, 0, 7,"
4.5 KDA
",Cerberus,"
Level 10 / 6,441G
"
575,victory,Normal: Conquest - 2 months ago,11m,+24,+41 SR,Relic,Heavenly Wings Upgrade,3, 2, 5,"
2.75 KDA
",Ra,"
Level 9 / 5,844G
"
576,defeat,Normal: Arena - 2 months ago,10m,-94,-118 SR,Cursed Ankh Upgrade,Blink Rune,1, 8, 6,"
0.5 KDA
",King Arthur,"
Level 15 / 9,559G
"
577,victory,Normal: Conquest - 2 months ago,20m,+33,+90 SR,Purification Beads,Blink Rune,17, 1, 5,"
19.5 KDA
",Thanatos,"
Level 19 / 14,064G
"
578,victory,Ranked: Conquest - 2 months ago,29m,+17,+41 SR,Purification Beads,Blink Rune,6, 4, 16,"
3.5 KDA
",Hades,"
Level 20 / 17,994G
"
579,victory,Ranked: Conquest - 2 months ago,25m,+17,+37 SR,Purification Beads,Blink Rune,6, 2, 7,"
4.75 KDA
",Ymir,"
Level 20 / 15,614G
"
580,victory,Ranked: Conquest - 2 months ago,30m,+16,+12 SR,Purification Beads,Blink Rune,6, 7, 9,"
1.5 KDA
",Scylla,"
Level 20 / 17,174G
"
581,victory,Ranked: Conquest - 2 months ago,13m,+17,+36 SR,Relic,Purification Beads,5, 1, 3,"
6.5 KDA
",Kukulkan,"
Level 13 / 7,693G
"
582,defeat,Ranked: Conquest - 2 months ago,25m,-15,-201 SR,Heavenly Wings Upgrade,Blink Rune,0, 6, 2,"
0.17 KDA
",Tyr,"
Level 17 / 11,941G
"
583,victory,Ranked: Conquest - 2 months ago,23m,+17,+43 SR,Aegis Amulet,Purification Beads,9, 3, 7,"
4.17 KDA
",Chiron,"
Level 20 / 14,658G
"
584,victory,Ranked: Conquest - 2 months ago,32m,+17,+85 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,4, 3, 21,"
4.83 KDA
",Sobek,"
Level 20 / 18,413G
"
585,victory,Ranked: Conquest - 2 months ago,23m,+27,+30 SR,Aegis Amulet,Purification Beads,12, 2, 7,"
7.75 KDA
",Apollo,"
Level 20 / 16,207G
"
586,victory,Ranked: Conquest - 2 months ago,5m,+19,+46 SR,Relic,Aegis Amulet,0, 0, 0,"
0 KDA
",Apollo,"
Level 6 / 3,530G
"
587,defeat,Normal: Conquest - 2 months ago,30m,-30,-38 SR,Shield of Thorns Upgrade,Blink Rune,9, 6, 9,"
2.25 KDA
",Kuzenbo,"
Level 20 / 14,830G
"
588,victory,Ranked: Conquest - 2 months ago,25m,+13,+32 SR,Purification Beads,Blink Rune,16, 4, 11,"
5.38 KDA
",Fenrir,"
Level 20 / 16,144G
"
589,defeat,Ranked: Conquest - 2 months ago,26m,-16,-117 SR,Aegis Amulet,Purification Beads,5, 8, 1,"
0.69 KDA
",Hel,"
Level 20 / 14,438G
"
590,defeat,Ranked: Conquest - 2 months ago,31m,-16,-49 SR,Purification Beads,Blink Rune,5, 7, 6,"
1.14 KDA
",Ullr,"
Level 20 / 15,815G
"
591,victory,Ranked: Conquest - 2 months ago,14m,+17,+68 SR,Relic,Heavenly Wings Upgrade,3, 2, 5,"
2.75 KDA
",Thor,"
Level 12 / 7,856G
"
592,victory,Ranked: Conquest - 2 months ago,21m,+16,+26 SR,Purification Beads,Blink Rune,5, 2, 14,"
6 KDA
",Nox,"
Level 18 / 12,639G
"
593,defeat,Ranked: Conquest - 2 months ago,28m,-16,-107 SR,Aegis Amulet,Purification Beads,4, 8, 14,"
1.38 KDA
",Baron Samedi,"
Level 19 / 13,176G
"
594,victory,Ranked: Conquest - 2 months ago,31m,+16,+48 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,8, 7, 19,"
2.5 KDA
",Apollo,"
Level 20 / 18,736G
"
595,victory,Ranked: Conquest - 2 months ago,10m,+16,+106 SR,Relic,Purification Beads,2, 1, 3,"
3.5 KDA
",Thoth,"
Level 11 / 6,485G
"
596,victory,Ranked: Conquest - 2 months ago,36m,+16,+34 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,15, 5, 8,"
3.8 KDA
",Rama,"
Level 20 / 21,670G
"
597,victory,Ranked: Conquest - 3 months ago,29m,+16,+69 SR,Aegis Amulet,Purification Beads,8, 8, 10,"
1.63 KDA
",Hachiman,"
Level 20 / 17,925G
"
598,victory,Ranked: Conquest - 3 months ago,25m,+17,+22 SR,Aegis Amulet,Purification Beads,12, 2, 8,"
8 KDA
",Isis,"
Level 20 / 17,788G
"
599,victory,Ranked: Conquest - 3 months ago,28m,+16,+20 SR,Aegis Amulet,Purification Beads,6, 3, 9,"
3.5 KDA
",Medusa,"
Level 20 / 16,931G
"
600,defeat,Ranked: Conquest - 3 months ago,32m,-16,-51 SR,Purification Beads,Blink Rune,11, 7, 7,"
2.07 KDA
",Anhur,"
Level 20 / 18,035G
"
601,victory,Ranked: Conquest - 3 months ago,22m,+17,+57 SR,Aegis Amulet,Purification Beads,9, 3, 7,"
4.17 KDA
",Chiron,"
Level 20 / 13,442G
"
602,defeat,Ranked: Conquest - 3 months ago,23m,-17,-49 SR,Heavenly Wings Upgrade,Blink Rune,2, 2, 6,"
2.5 KDA
",Sylvanus,"
Level 19 / 13,102G
"
